Trip_ID,Driver_ID,Vehicle_ID,Trip_Date,Start_Time,End_Time,Duration_Min,Distance_KM,Avg_Speed_kmph,Max_Speed_kmph,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,minutes,moving_minutes,overspeed_minutes,severe_overspeed_minutes,harsh_horiz_minutes,yaw_minutes,z_bump_minutes,mean_horiz_g,p95_speed,cruise_vib,cruise_minutes,cruise_vib_mean,cruise_gyro_mean,overspeed_per_100km,harsh_horiz_per_100km,yaw_per_100km,z_bump_per_100km,severe_overspeed_per_100km,overspeed_share
T00090,D06,V06,2026-08-04,08:24:00,08:38:00,14,26.46,17.4,44.2,12.86065,77.65188,12.9099,77.688694,14,12,1,0,1,1,0,0.14287115521947266,37.96,,6,0.06966681674014115,2.9032764518460965,3.779289493575208,3.779289493575208,3.779289493575208,0.0,0.0,0.08333333333333333
T00091,D07,V07,2026-08-02,06:12:00,06:56:00,44,10.44,16.2,34.5,12.901074,77.627179,12.957798,77.569578,44,39,0,0,4,1,0,0.1327362708943476,30.965000000000003,,23,0.04765889338856362,3.0475892111634733,0.0,38.31417624521073,9.578544061302683,0.0,0.0,0.0
T00092,D07,V07,2026-08-05,11:21:00,12:02:00,41,16.75,30.9,44.8,12.899716,77.622209,13.007264,77.609265,41,40,2,0,2,3,1,0.1237625660666334,41.8,,27,0.05096377934004436,2.6212401645022916,11.940298507462686,11.940298507462686,17.91044776119403,5.970149253731343,0.0,0.05
T00093,D07,V07,2026-08-03,11:40:00,12:12:00,32,19.64,17.4,30.8,12.915181,77.623689,12.927377,77.760074,32,29,0,0,1,3,0,0.10888153827698079,28.75,,20,0.03223458592183142,2.876961018692043,0.0,5.091649694501018,15.274949083503053,0.0,0.0,0.0
T00094,D07,V07,2026-08-04,20:09:00,20:53:00,44,25.77,28.5,48.6,12.905751,77.603948,12.774824,77.516381,44,39,4,0,2,0,0,0.08761460964723017,42.785,,20,0.02561498161223117,3.238923389942061,15.521924718665115,7.760962359332558,0.0,0.0,0.0,0.10256410256410256
T00095,D07,V07,2026-07-31,06:56:00,07:38:00,42,19.42,18.1,32.4,12.917436,77.624152,13.045869,77.568591,42,40,0,0,5,3,1,0.141644606681311,28.995,,28,0.04752782560997933,3.050374755136273,0.0,25.74665293511843,15.447991761071059,5.1493305870236865,0.0,0.0
T00096,D07,V07,2026-08-01,12:56:00,13:12:00,16,6.28,31.3,43.8,12.895326,77.611009,12.876406,77.57572,16,15,1,0,0,0,0,0.054223772424214625,41.025,,11,0.02319608066867982,2.7994463738389417,15.92356687898089,0.0,0.0,0.0,0.0,0.06666666666666667
T00097,D07,V07,2026-08-04,19:41:00,19:57:00,16,9.24,22.0,33.5,12.913118,77.614918,12.953989,77.57248,16,15,0,0,0,1,0,0.08318626454356096,31.25,,14,0.025352792363248815,3.7793274793527907,0.0,0.0,10.822510822510822,0.0,0.0,0.0
T00098,D07,V07,2026-08-06,06:54:00,07:25:00,31,9.44,27.6,39.9,12.914493,77.617114,12.912236,77.544034,31,30,0,0,0,2,0,0.07720132765855983,38.6,,23,0.025670630166770726,2.9301877072979474,0.0,0.0,21.186440677966104,0.0,0.0,0.0
T00099,D07,V07,2026-07-31,19:53:00,20:11:00,18,10.56,33.7,47.6,12.905674,77.607258,12.872106,77.554476,18,18,3,0,1,0,0,0.10950277639803416,47.089999999999996,,9,0.03384506421852829,2.7001666615229514,28.409090909090907,9.469696969696969,0.0,0.0,0.0,0.16666666666666666
T00100,D07,V07,2026-08-05,20:47:00,21:29:00,42,12.41,28.4,45.7,12.900148,77.618319,12.816045,77.614996,42,39,1,0,1,1,0,0.08749499056354264,40.394999999999996,,19,0.025378817983431307,2.7431004356384765,8.058017727639001,8.058017727639001,8.058017727639001,0.0,0.0,0.02564102564102564
T00101,D07,V07,2026-08-04,20:09:00,20:34:00,25,14.96,27.1,44.1,12.90574,77.608754,12.960935,77.514644,25,23,1,0,0,1,0,0.08651133413387303,39.57999999999999,,16,0.029895028820000745,2.9752206938501766,6.684491978609625,0.0,6.684491978609625,0.0,0.0,0.043478260869565216
T00102,D07,V07,2026-08-02,09:03:00,09:23:00,20,11.13,28.5,54.4,12.912821,77.619055,12.906313,77.691861,20,16,3,1,0,0,0,0.07444772548547327,47.08500000000001,,8,0.02974834061734391,3.1571575675612804,26.954177897574123,0.0,0.0,0.0,8.984725965858042,0.1875
T00103,D07,V07,2026-08-01,21:57:00,22:33:00,36,23.1,30.2,47.4,12.905611,77.606489,12.867658,77.476654,36,35,5,0,1,1,0,0.0785088539412855,45.425,,24,0.03430261400862262,3.1836457514146863,21.645021645021643,4.329004329004329,4.329004329004329,0.0,0.0,0.14285714285714285
T00104,D07,V07,2026-08-05,13:12:00,13:28:00,16,11.59,22.0,34.0,12.912592,77.620884,12.947014,77.661605,16,15,0,0,0,1,1,0.07999010224830531,33.175,,12,0.02500324119890925,3.4253144050457727,0.0,0.0,8.628127696289905,8.628127696289905,0.0,0.0
T00105,D07,V07,2026-08-04,11:43:00,12:22:00,39,16.29,17.2,35.0,12.912863,77.62397,12.974639,77.701805,39,32,0,0,2,4,0,0.11317750180510672,28.65000000000001,,26,0.037231656785669115,3.1030791117915495,0.0,12.277470841006753,24.554941682013506,0.0,0.0,0.0
T00106,D08,V08,2026-08-01,10:37:00,11:14:00,37,10.51,26.5,46.3,12.930325,77.676112,12.910083,77.731446,37,35,1,0,3,1,0,0.13569693037184713,39.41999999999999,,29,0.035375582570996045,2.963393325227011,9.514747859181732,28.5442435775452,9.514747859181732,0.0,0.0,0.02857142857142857
T00107,D08,V08,2026-08-04,14:21:00,14:54:00,33,18.92,25.3,46.0,12.921304,77.66291,12.803496,77.641325,33,31,2,0,0,1,0,0.06363285621525537,42.559999999999995,,22,0.020768665923464047,3.2602544912970304,10.570824524312895,0.0,5.285412262156448,0.0,0.0,0.06451612903225806
T00108,D08,V08,2026-08-03,20:01:00,20:40:00,39,21.96,21.9,36.9,12.922382,77.655621,12.773892,77.695688,39,37,0,0,1,1,0,0.09476737325002844,32.910000000000004,,30,0.02850338358246882,3.3226493781918123,0.0,4.553734061930783,4.553734061930783,0.0,0.0,0.0
T00109,D08,V08,2026-08-01,12:13:00,12:33:00,20,5.66,29.3,48.0,12.924887,77.6741,12.931233,77.712992,20,18,3,0,0,1,1,0.06296779322745058,45.435,,10,0.021227070824304094,3.198140140686983,53.003533568904594,0.0,17.6678445229682,17.6678445229682,0.0,0.16666666666666666
T00110,D08,V08,2026-08-05,09:47:00,10:18:00,31,9.94,20.5,36.4,12.915472,77.674387,12.918827,77.740199,31,29,0,0,1,1,1,0.11289460366605666,31.6,,23,0.05687744881912469,3.0668876731957426,0.0,10.06036217303823,10.06036217303823,10.06036217303823,0.0,0.0
T00111,D08,V08,2026-08-02,21:13:00,21:54:00,41,12.96,18.8,34.4,12.917386,77.663945,12.918198,77.723992,41,40,0,0,1,2,0,0.11422649420584907,31.5,,29,0.03315039718942256,2.7326360899322104,0.0,7.716049382716049,15.432098765432098,0.0,0.0,0.0
T00112,D08,V08,2026-08-02,14:50:00,15:06:00,16,8.37,29.0,39.8,12.922022,77.656516,12.869593,77.660418,16,15,0,0,1,1,1,0.09358637423155522,36.35,,13,0.03203090449774852,4.169040657033702,0.0,11.947431302270013,11.947431302270013,11.947431302270013,0.0,0.0
T00113,D08,V08,2026-08-04,15:47:00,16:32:00,45,29.76,18.5,36.9,12.932051,77.642178,13.017894,77.461913,45,38,0,0,1,2,1,0.09942658238255095,32.13999999999999,,30,0.03461268142713606,2.8572089348374856,0.0,3.3602150537634405,6.720430107526881,3.3602150537634405,0.0,0.0
T00114,D08,V08,2026-08-03,11:45:00,12:25:00,40,14.46,20.3,40.3,12.918595,77.674148,12.883592,77.773478,40,36,0,0,3,2,0,0.13325995421822684,36.26999999999999,,24,0.041880097394682826,2.642358852621154,0.0,20.746887966804977,13.831258644536652,0.0,0.0,0.0
T00115,D08,V08,2026-08-05,20:09:00,20:20:00,11,8.99,24.9,40.4,12.918453,77.670324,12.885359,77.659762,11,9,0,0,1,0,0,0.10909468405081907,39.65,,4,0.05771171251029067,2.151037787683329,0.0,11.123470522803114,0.0,0.0,0.0,0.0
T00116,D08,V08,2026-08-05,15:29:00,15:49:00,20,19.44,25.8,39.8,12.929139,77.662586,13.003239,77.64435,20,20,0,0,0,0,1,0.06644376631545351,38.28,,16,0.03300677882795353,2.7307117207545923,0.0,0.0,0.0,5.144032921810699,0.0,0.0
T00117,D08,V08,2026-07-31,14:02:00,14:41:00,39,16.03,29.6,56.3,12.926428,77.669753,12.949424,77.766969,39,36,6,1,2,1,1,0.09419378532915121,43.39000000000001,,23,0.06608020765091657,3.0838450025901105,37.42981908920773,12.476606363069244,6.238303181534622,6.238303181534622,6.238303181534622,0.16666666666666666
T00118,D08,V08,2026-08-01,07:53:00,08:09:00,16,11.92,26.6,36.6,12.922104,77.668151,12.968144,77.671947,16,16,0,0,0,1,1,0.09448676266720415,36.075,,11,0.04723916381234591,3.0460794474208974,0.0,0.0,8.389261744966444,8.389261744966444,0.0,0.0
T00119,D08,V08,2026-08-06,16:41:00,17:16:00,35,12.23,27.6,47.3,12.930994,77.673118,12.938625,77.592727,35,34,1,0,3,2,2,0.12668018797779065,38.79999999999999,,28,0.062526161864794,2.7701068979646224,8.176614881439084,24.529844644317254,16.35322976287817,16.35322976287817,0.0,0.029411764705882353
T00120,D08,V08,2026-08-03,15:21:00,16:04:00,43,13.03,24.4,45.2,12.92925,77.651807,12.861827,77.66197,43,41,3,0,1,2,0,0.1028376538019495,43.22999999999999,,37,0.03877629300296273,3.011345214351885,23.023791250959324,7.674597083653109,15.349194167306218,0.0,0.0,0.07317073170731707
T00121,D09,V09,2026-08-04,08:20:00,08:33:00,13,12.7,23.5,29.4,12.923525,77.665391,12.97269,77.621626,13,12,0,0,0,0,0,0.06421304403068967,29.04,,12,0.030602047314861224,2.822065676375661,0.0,0.0,0.0,0.0,0.0,0.0
T00122,D09,V09,2026-08-05,13:52:00,14:03:00,11,5.1,29.6,38.7,12.921047,77.657305,12.89526,77.657688,11,10,0,0,0,0,0,0.059800120476170567,38.35,,7,0.023089219744796132,2.9362050337127346,0.0,0.0,0.0,0.0,0.0,0.0
T00123,D09,V09,2026-08-01,18:50:00,19:33:00,43,18.24,20.7,31.0,12.919973,77.666579,12.816073,77.630234,43,38,0,0,1,2,0,0.09023340576852475,29.58,,38,0.03278533553282382,2.828972128670304,0.0,5.482456140350878,10.964912280701755,0.0,0.0,0.0
T00124,D09,V09,2026-08-05,13:59:00,14:12:00,13,10.78,21.6,30.0,12.920551,77.664746,12.96219,77.638626,13,13,0,0,0,0,1,0.06347249232631169,29.279999999999998,,13,0.05784784153317638,3.1594145027204013,0.0,0.0,0.0,9.27643784786642,0.0,0.0
T00125,D09,V09,2026-08-01,14:04:00,14:18:00,14,6.35,23.2,30.4,12.920811,77.6648,12.880451,77.671833,14,12,0,0,0,0,0,0.07527333210415317,30.335,,12,0.03139411067779746,2.8589744556316123,0.0,0.0,0.0,0.0,0.0,0.0
T00126,D09,V09,2026-08-04,14:57:00,15:36:00,39,25.93,19.9,31.7,12.921443,77.666649,13.054875,77.719746,39,36,0,0,1,1,1,0.07746883554577232,28.430000000000003,,34,0.030969198652112086,2.8157091107191348,0.0,3.8565368299267258,3.8565368299267258,3.8565368299267258,0.0,0.0
T00127,D09,V09,2026-08-05,20:06:00,20:32:00,26,17.56,24.1,34.7,12.924008,77.669603,12.824492,77.650542,26,25,0,0,1,0,0,0.10705439040583101,32.925,,25,0.03693721369213477,3.032127965637334,0.0,5.694760820045559,0.0,0.0,0.0,0.0
T00128,D09,V09,2026-08-06,15:23:00,15:48:00,25,16.75,31.0,38.4,12.940697,77.655318,13.03416,77.639885,25,25,0,0,0,1,0,0.062493428475412775,37.35999999999999,,22,0.02331234319586524,3.441989506395699,0.0,0.0,5.970149253731343,0.0,0.0,0.0
T00129,D09,V09,2026-08-02,16:58:00,17:32:00,34,26.33,27.7,38.7,12.92864,77.681957,12.803733,77.774139,34,32,0,0,0,0,1,0.0825282608582897,36.019999999999996,,27,0.05904273914101135,3.77817416221116,0.0,0.0,0.0,3.79794910748196,0.0,0.0
T00130,D09,V09,2026-08-04,18:41:00,19:11:00,30,21.87,27.8,39.4,12.930019,77.673172,13.034768,77.734113,30,27,0,0,0,0,0,0.06571502507522707,34.75,,25,0.01910017689611157,2.8821693218823907,0.0,0.0,0.0,0.0,0.0,0.0
T00131,D09,V09,2026-08-01,12:14:00,12:48:00,34,12.8,24.2,30.0,12.919162,77.668147,12.845865,77.661146,34,33,0,0,1,1,1,0.10089080728990736,29.435,,32,0.026692905346312783,2.8042116903877177,0.0,7.8125,7.8125,7.8125,0.0,0.0
T00132,D09,V09,2026-08-03,09:27:00,10:05:00,38,17.92,31.0,40.7,12.921463,77.662524,12.997483,77.581,38,36,0,0,0,1,1,0.06916901315785488,40.6,,26,0.021065612502728696,3.4460746502268593,0.0,0.0,5.580357142857142,5.580357142857142,0.0,0.0
T00133,D09,V09,2026-08-01,21:08:00,21:21:00,13,8.4,23.4,32.5,12.920817,77.654768,12.878874,77.634078,13,13,0,0,0,0,0,0.10398745891387311,29.43999999999999,,13,0.02799089012393159,3.209330148177342,0.0,0.0,0.0,0.0,0.0,0.0
T00134,D09,V09,2026-08-02,07:12:00,07:53:00,41,26.77,28.6,39.5,12.925389,77.665404,13.087191,77.630166,41,39,0,0,3,0,0,0.12486851711082424,36.2,,34,0.04292866774401484,2.9978073450926557,0.0,11.206574523720583,0.0,0.0,0.0,0.0
T00135,D09,V09,2026-08-06,19:46:00,20:08:00,22,12.36,29.3,38.0,12.919945,77.666638,12.883702,77.602429,22,20,0,0,0,3,0,0.08637731307681923,37.620000000000005,,16,0.034517016820607586,3.530888519619787,0.0,0.0,24.271844660194176,0.0,0.0,0.0
T00136,D10,V10,2026-08-02,11:32:00,12:09:00,37,18.61,21.5,38.9,13.019204,77.539861,13.0881,77.432752,37,34,0,0,3,0,3,0.13713868427700204,34.419999999999995,,27,0.06525430768636988,3.230990560184291,0.0,16.12036539494895,0.0,16.12036539494895,0.0,0.0
T00137,D10,V10,2026-08-03,12:47:00,13:29:00,42,21.89,17.8,39.7,13.037725,77.549602,12.994584,77.447422,42,34,0,0,1,1,8,0.1064563122814078,31.354999999999993,,27,0.10465134992817925,3.6085177012174956,0.0,4.568296025582458,4.568296025582458,36.546368204659665,0.0,0.0
T00138,D10,V10,2026-08-01,09:51:00,10:30:00,39,25.16,16.9,34.8,13.023569,77.552109,12.907746,77.453621,39,33,0,0,0,0,1,0.08118055650315846,31.42,,24,0.03537523250313195,2.8234092567493647,0.0,0.0,0.0,3.97456279809221,0.0,0.0
T00139,D10,V10,2026-08-05,21:39:00,21:54:00,15,7.31,21.2,31.6,13.026567,77.558053,13.058243,77.586517,15,15,0,0,1,0,0,0.11985044750817846,31.32,,12,0.0567488468570228,3.572565384950842,0.0,13.679890560875513,0.0,0.0,0.0,0.0
T00140,D10,V10,2026-08-01,09:30:00,09:43:00,13,5.75,20.5,36.6,13.034071,77.556496,13.0312,77.593538,13,10,0,0,0,1,0,0.09291957580822865,33.71999999999999,,8,0.043036141367509925,3.2761596074429513,0.0,0.0,17.391304347826086,0.0,0.0,0.0
T00141,D10,V10,2026-08-03,18:58:00,19:24:00,26,16.08,19.8,38.4,13.036739,77.557512,13.098571,77.631092,26,23,0,0,0,0,0,0.07271439092427047,34.9,,16,0.033307827657687555,3.1552478456585358,0.0,0.0,0.0,0.0,0.0,0.0
T00142,D10,V10,2026-08-01,16:45:00,17:15:00,30,11.83,19.1,33.8,13.013713,77.554129,13.055986,77.496387,30,28,0,0,2,2,5,0.1240943491692949,32.38999999999999,,21,0.09585796400607853,3.706669664267373,0.0,16.9061707523246,16.9061707523246,42.265426880811496,0.0,0.0
T00143,D10,V10,2026-08-06,13:25:00,14:05:00,40,18.61,23.2,38.2,13.020941,77.55605,13.044644,77.665617,40,38,0,0,2,1,1,0.11295617968115734,35.09499999999999,,32,0.059177083262599094,3.5763285330343786,0.0,10.746910263299302,5.373455131649651,5.373455131649651,0.0,0.0
T00144,D10,V10,2026-08-01,20:36:00,21:16:00,40,5.92,16.9,34.2,13.020303,77.567316,13.039952,77.592279,40,35,0,0,3,3,1,0.13821420209956053,31.419999999999998,,23,0.036585066102260325,3.089805819141391,0.0,50.67567567567568,50.67567567567568,16.89189189189189,0.0,0.0
T00145,D10,V10,2026-08-04,16:53:00,17:29:00,36,8.56,21.1,41.0,13.03511,77.548442,12.993921,77.585221,36,33,0,0,0,2,2,0.09327112598147948,34.825,,26,0.03590835857020807,3.5349935242163246,0.0,0.0,23.364485981308412,23.364485981308412,0.0,0.0
T00146,D10,V10,2026-07-31,09:59:00,10:28:00,29,15.6,26.6,46.6,13.032879,77.554524,13.116231,77.48262,29,25,3,0,2,1,1,0.1442931283364169,46.339999999999996,,15,0.04741276158706123,3.0955128815755235,19.230769230769234,12.820512820512823,6.4102564102564115,6.4102564102564115,0.0,0.12
T00147,D10,V10,2026-08-05,10:51:00,11:22:00,31,8.73,28.2,48.4,13.024458,77.56537,12.970543,77.580961,31,28,2,0,2,1,2,0.110430971928276,43.45,,17,0.05922057295023229,3.092798085876283,22.90950744558992,22.90950744558992,11.45475372279496,22.90950744558992,0.0,0.07142857142857142
T00148,D10,V10,2026-08-05,14:33:00,14:46:00,13,3.01,18.1,25.2,13.023262,77.556488,13.036941,77.546436,13,13,0,0,1,0,1,0.157579572342201,24.96,,10,0.07231067503205825,3.11732376940493,0.0,33.222591362126245,0.0,33.222591362126245,0.0,0.0
T00149,D10,V10,2026-08-01,09:55:00,10:39:00,44,16.59,18.3,35.3,13.025819,77.551271,13.108401,77.479659,44,41,0,0,0,3,1,0.09356275536131857,31.685000000000002,,29,0.040029415541917246,3.6304545169992144,0.0,0.0,18.083182640144667,6.027727546714889,0.0,0.0
T00150,D10,V10,2026-08-02,13:40:00,14:15:00,35,19.61,32.8,56.7,13.015819,77.555721,13.067758,77.657132,35,34,7,1,0,2,2,0.07074600008702633,50.919999999999995,,19,0.04545689538932936,3.6010831703808233,35.696073431922485,0.0,10.198878123406425,10.198878123406425,5.099439061703213,0.20588235294117646
T00151,D11,V11,2026-08-02,06:30:00,07:07:00,37,15.79,23.3,33.3,13.02644,77.558001,13.052452,77.658314,37,37,0,0,0,1,0,0.07984908009910888,32.239999999999995,,35,0.027180939482545727,2.807222826923435,0.0,0.0,6.3331222292590255,0.0,0.0,0.0
T00152,D11,V11,2026-08-05,15:22:00,15:33:00,11,5.72,18.4,23.1,13.037846,77.557384,13.06746,77.572028,11,10,0,0,0,0,0,0.07532306106944152,22.450000000000003,,10,0.028512406255368817,3.1940609463988197,0.0,0.0,0.0,0.0,0.0,0.0
T00153,D11,V11,2026-08-03,09:26:00,09:39:00,13,6.87,31.3,37.7,13.032724,77.554277,13.051315,77.521983,13,13,0,0,0,1,0,0.048222737904338474,35.48,,12,0.027623106023994853,2.558776610454196,0.0,0.0,14.556040756914118,0.0,0.0,0.0
T00154,D11,V11,2026-07-31,07:56:00,08:29:00,33,11.89,29.4,36.6,13.035091,77.557352,13.115708,77.572675,33,33,0,0,0,3,0,0.08106073863749833,35.12,,31,0.03023411102845602,3.063657944353449,0.0,0.0,25.231286795626577,0.0,0.0,0.0
T00155,D11,V11,2026-08-04,19:56:00,20:29:00,33,13.31,29.9,38.0,13.033932,77.557784,13.096976,77.481566,33,32,0,0,0,1,1,0.06662952312587804,35.44,,30,0.03185670745670791,3.131642302351653,0.0,0.0,7.513148009015777,7.513148009015777,0.0,0.0
T00156,D11,V11,2026-08-04,15:01:00,15:33:00,32,14.27,22.6,31.9,13.034218,77.54784,13.073306,77.467251,32,30,0,0,0,0,0,0.06660503947421562,28.904999999999998,,30,0.02634187728166713,2.956170628820098,0.0,0.0,0.0,0.0,0.0,0.0
T00157,D11,V11,2026-08-04,06:54:00,07:21:00,27,16.74,27.2,39.1,13.033643,77.557989,13.126702,77.603995,27,25,0,0,1,0,0,0.09425001415077042,35.67,,21,0.0384556393361476,2.473661254092807,0.0,5.973715651135007,0.0,0.0,0.0,0.0
T00158,D11,V11,2026-07-31,08:28:00,09:05:00,37,21.35,28.1,39.9,13.026352,77.561344,12.881033,77.498735,37,35,0,0,0,1,0,0.07892008162535909,35.599999999999994,,31,0.019302632405177184,3.2896656365047194,0.0,0.0,4.68384074941452,0.0,0.0,0.0
T00159,D11,V11,2026-07-31,07:55:00,08:07:00,12,18.95,24.1,38.9,13.019076,77.557328,13.036121,77.525425,12,11,0,0,0,0,0,0.08000261181874947,34.44499999999999,,10,0.026805647507825502,2.5906153100735008,0.0,0.0,0.0,0.0,0.0,0.0
T00160,D11,V11,2026-07-31,06:30:00,06:55:00,25,13.77,30.8,39.3,13.030971,77.563731,13.068702,77.623941,25,24,0,0,0,0,0,0.08034860595587028,38.379999999999995,,19,0.01668841780733321,3.695321366268433,0.0,0.0,0.0,0.0,0.0,0.0
T00161,D11,V11,2026-08-04,12:57:00,13:14:00,17,10.55,16.0,26.6,13.025681,77.562124,13.00995,77.614627,17,15,0,0,0,0,0,0.05766910343592971,23.159999999999997,,12,0.025316632983026267,3.306264182419496,0.0,0.0,0.0,0.0,0.0,0.0
T00162,D11,V11,2026-08-01,16:02:00,16:13:00,11,6.22,28.3,37.0,13.020175,77.555691,12.993761,77.524578,11,11,0,0,0,1,1,0.0733213471485832,36.8,,9,0.10217029916058329,4.69409203147957,0.0,0.0,16.077170418006432,16.077170418006432,0.0,0.0
T00163,D11,V11,2026-08-05,20:43:00,21:13:00,30,19.31,18.0,27.4,13.029538,77.560931,13.118667,77.638556,30,27,0,0,1,0,1,0.09746118393378578,25.194999999999997,,23,0.054045143083190555,3.246089955623534,0.0,5.178663904712585,0.0,5.178663904712585,0.0,0.0
T00164,D11,V11,2026-08-01,20:15:00,20:26:00,11,4.73,24.3,32.2,13.026606,77.543702,13.00988,77.522672,11,10,0,0,0,0,0,0.062158941805976496,31.400000000000002,,10,0.029824002340539002,4.015829829308054,0.0,0.0,0.0,0.0,0.0,0.0
T00165,D11,V11,2026-08-04,09:34:00,10:02:00,28,17.96,27.4,41.6,13.037191,77.557461,13.126913,77.634006,28,25,0,0,0,1,0,0.07945313843992326,36.66499999999999,,20,0.022164607637393075,3.125699152078389,0.0,0.0,5.567928730512249,0.0,0.0,0.0
T00166,D12,V12,2026-07-31,11:57:00,12:33:00,36,12.8,24.1,47.7,12.907239,77.634802,12.833423,77.667411,36,31,1,0,1,0,4,0.10752063986088374,38.525,,22,0.04853817409746058,2.902610520878879,7.8125,7.8125,0.0,31.25,0.0,0.03225806451612903
T00167,D12,V12,2026-08-06,15:50:00,16:03:00,13,7.07,25.2,64.5,12.912429,77.651822,12.902772,77.679672,13,12,1,1,4,1,0,0.2625104534713026,48.419999999999966,,6,0.1053529772147619,4.181310106296183,14.144271570014144,56.57708628005658,14.144271570014144,0.0,14.144271570014144,0.08333333333333333
T00168,D12,V12,2026-08-03,19:12:00,19:51:00,39,19.61,14.3,46.5,12.902285,77.648511,12.902215,77.772327,39,30,1,0,2,1,1,0.10868023189011226,31.950000000000003,,17,0.06732250801707808,3.2037009847986755,5.099439061703213,10.198878123406425,5.099439061703213,5.099439061703213,0.0,0.03333333333333333
T00169,D12,V12,2026-08-01,09:39:00,09:55:00,16,5.81,25.6,54.6,12.915855,77.637972,12.888629,77.633904,16,15,3,1,1,2,2,0.14790120962023617,49.725,,8,0.0717015801521177,3.2491522004203044,51.63511187607573,17.211703958691913,34.42340791738383,34.42340791738383,17.211703958691913,0.2
T00170,D12,V12,2026-08-04,07:10:00,07:54:00,44,13.13,27.7,51.0,12.92005,77.63839,12.998809,77.598084,44,42,5,0,1,5,1,0.13539552835709678,44.86000000000001,,28,0.030502805666134867,3.481605529853196,38.080731150038076,7.616146230007616,38.080731150038076,7.616146230007616,0.0,0.11904761904761904
T00171,D12,V12,2026-08-01,16:10:00,16:25:00,15,6.54,30.3,48.9,12.905142,77.632383,12.875841,77.608108,15,15,2,0,1,1,1,0.12426181444587721,47.22,,11,0.04004463956570661,3.253613375925296,30.58103975535168,15.29051987767584,15.29051987767584,15.29051987767584,0.0,0.13333333333333333
T00172,D12,V12,2026-08-02,15:37:00,15:59:00,22,10.84,21.0,48.7,12.924765,77.632972,12.879149,77.675555,22,19,1,0,1,3,0,0.12524068221179177,41.26499999999999,,13,0.03544903779600472,2.2669142021699895,9.22509225092251,9.22509225092251,27.67527675276753,0.0,0.0,0.05263157894736842
T00173,D12,V12,2026-07-31,14:07:00,14:22:00,15,7.81,29.8,45.4,12.900603,77.648248,12.853517,77.658568,15,15,3,0,1,1,0,0.14923106386445986,44.07,,9,0.0659817562792259,2.4310902903841316,38.41229193341869,12.804097311139564,12.804097311139564,0.0,0.0,0.2
T00174,D12,V12,2026-08-03,09:25:00,09:52:00,27,12.44,24.7,53.1,12.912703,77.638068,12.962537,77.675493,27,22,3,2,3,0,1,0.16287147374836988,50.9,,16,0.07305710685859185,2.8990453807320367,24.115755627009648,24.115755627009648,0.0,8.038585209003216,16.077170418006432,0.13636363636363635
T00175,D12,V12,2026-08-03,17:18:00,17:31:00,13,16.02,24.1,34.8,12.921661,77.644346,12.869531,77.622107,13,13,0,0,1,1,0,0.14045521591715063,34.08,,11,0.05131602637329727,3.541496858674309,0.0,6.242197253433209,6.242197253433209,0.0,0.0,0.0
T00176,D12,V12,2026-08-02,10:52:00,11:02:00,10,9.34,25.6,40.7,12.923217,77.651595,12.888484,77.690547,10,9,0,0,1,2,1,0.13628090058824113,40.52,,6,0.044301441735238735,3.699425325647426,0.0,10.706638115631693,21.413276231263385,10.706638115631693,0.0,0.0
T00177,D12,V12,2026-08-02,20:50:00,21:10:00,20,13.08,25.3,46.2,12.916209,77.635046,12.837508,77.623532,20,18,3,0,1,1,0,0.10623885918645866,45.535000000000004,,11,0.03692746512705127,3.10177368613508,22.93577981651376,7.64525993883792,7.64525993883792,0.0,0.0,0.16666666666666666
T00178,D12,V12,2026-08-03,12:43:00,13:24:00,41,10.35,17.6,52.4,12.924683,77.64846,12.916605,77.725108,41,34,1,1,4,2,2,0.1648922981882033,38.0,,18,0.10689874512846426,3.098631869293129,9.66183574879227,38.64734299516908,19.32367149758454,19.32367149758454,9.66183574879227,0.029411764705882353
T00179,D12,V12,2026-08-02,10:20:00,10:41:00,21,9.38,34.7,63.7,12.911086,77.649144,12.855705,77.639112,21,20,6,2,1,1,3,0.11828001350209102,61.5,,9,0.09430327544351097,4.182021042510427,63.96588486140724,10.660980810234541,10.660980810234541,31.98294243070362,21.321961620469082,0.3
T00180,D12,V12,2026-08-05,15:35:00,16:03:00,28,14.63,22.3,48.8,12.908593,77.651142,12.862107,77.72746,28,25,1,0,5,1,3,0.18282661108013903,36.974999999999994,,18,0.0789362040712863,2.9914926506438393,6.835269993164729,34.17634996582365,6.835269993164729,20.505809979494188,0.0,0.04
T00181,D13,V13,2026-08-06,12:49:00,13:30:00,41,13.59,23.1,40.7,12.843509,77.660291,12.925389,77.662004,41,36,0,0,1,3,6,0.10891559300398555,38.5,,28,0.07121215855322692,3.52688320441185,0.0,7.358351729212656,22.075055187637968,44.150110375275936,0.0,0.0
T00182,D13,V13,2026-07-31,15:34:00,16:09:00,35,17.59,16.9,32.2,12.861791,77.64835,12.851494,77.558113,35,31,0,0,2,1,2,0.1101321364495868,28.569999999999993,,23,0.06987133461945795,3.5666931463191505,0.0,11.370096645821489,5.6850483229107445,11.370096645821489,0.0,0.0
